cub,mean,ci_2.5,ci_97.5,cub_number,litter_size,age_mat
391,25.38842530843527,20.779054919291177,30.28476908053755,1,singleton,middle-aged
392,13.477442420623316,11.298354376539793,15.722295337748447,2,twin,old
393,11.231202017186098,9.415295313783162,13.10191278145704,2,twin,old
394,13.166112249073938,11.605959402503958,14.938658768221657,2,twin,young
395,13.166112249073938,11.605959402503958,14.938658768221657,2,twin,young
396,9.836842285527124,8.330132143200075,11.582507863180922,2,twin,young
397,9.836842285527124,8.330132143200075,11.582507863180922,2,twin,young
398,11.122337649354243,9.585734678402341,12.985378115659525,2,twin,young
399,11.122337649354243,9.585734678402341,12.985378115659525,2,twin,young
400,11.887349164465661,10.094022131491656,13.949371996745258,2,twin,young
401,11.685868670152683,9.922937010618913,13.712941962902118,2,twin,young
402,12.771812361631738,10.479600084309814,15.292412217380207,1,singleton,old
403,14.607117046173855,12.066477836091213,17.293431555101417,1,singleton,old
404,16.050935177909793,13.52795355666492,18.917432275078518,1,singleton,old
405,15.756785975168478,12.751782958717682,19.19967221078659,1,singleton,old
406,17.331216945724066,13.946445842902907,21.512815265699818,1,singleton,young
407,10.316650650773482,9.006120603920333,11.991619408518893,2,twin,old
408,8.253320520618782,7.204896483136265,9.59329552681511,2,twin,old
409,10.503313663452765,8.757525311273861,12.722854685312754,1,singleton,old
410,3.7044476885356534,3.236037650889136,4.218446012592135,3,triplet,young
